FlightDate,Carrier,FlightNumber,Origin,Destination,DepartureTime,DepartureDelay,ArrivalTime,ArrivalDelay,FlightTime
1/1/2019,UA,2001,ORD,LAX,824,-6,1119,15,295
1/1/2019,UA,1836,ORD,LAX,1358,-4,1656,23,298
1/1/2019,UA,1186,ORD,LAX,2126,16,2346,5,260
1/1/2019,UA,1110,ORD,LAX,2003,47,2223,23,260
1/1/2019,UA,659,ORD,LAX,2116,51,2336,40,260
1/1/2019,UA,592,ORD,LAX,1608,13,1806,-13,238
1/1/2019,UA,566,ORD,LAX,1353,68,1615,59,262
1/1/2019,UA,531,ORD,LAX,1002,1,1225,-10,263
1/1/2019,UA,411,ORD,LAX,1940,101,2142,74,242
1/1/2019,UA,310,ORD,LAX,1132,-3,1342,-26,250
1/1/2019,UA,204,ORD,LAX,753,0,1029,-3,276
1/1/2019,AA,2364,ORD,LAX,1637,2,1909,-1,272
1/1/2019,AA,2611,ORD,LAX,1403,32,1618,11,255
1/1/2019,AA,2715,ORD,LAX,1833,8,2048,-22,255
1/1/2019,AA,2744,ORD,LAX,1251,56,1507,38,256
1/1/2019,AA,1050,ORD,LAX,1012,-3,1240,-15,268
1/1/2019,AA,1163,ORD,LAX,906,1,1134,-19,268
1/1/2019,AS,105,ORD,LAX,1910,5,2151,-3,281
1/1/2019,NK,731,ORD,LAX,1521,0,1803,3,282
1/1/2019,NK,737,ORD,LAX,916,16,1230,50,314
1/1/2019,AA,245,ORD,LAX,2030,0,2326,11,296
1/1/2019,AA,1375,ORD,LAX,1624,84,1843,68,259
1/1/2019,AA,1384,ORD,LAX,924,124,1208,118,284
1/2/2019,NK,731,ORD,LAX,1536,15,1745,-15,249
1/2/2019,NK,737,ORD,LAX,855,-5,1120,-20,265
1/2/2019,AA,245,ORD,LAX,2032,2,2246,-29,254
1/2/2019,AA,1375,ORD,LAX,1549,49,1758,23,249
1/2/2019,AA,1384,ORD,LAX,736,16,940,-30,244
1/2/2019,AA,2364,ORD,LAX,1644,9,1849,-21,245
1/2/2019,AA,2611,ORD,LAX,1345,14,1600,-7,255
1/2/2019,AA,2715,ORD,LAX,1841,16,2052,-18,251
1/2/2019,AA,2744,ORD,LAX,1434,159,1655,146,261
1/2/2019,AA,1050,ORD,LAX,1034,19,1307,12,273
1/2/2019,AA,1163,ORD,LAX,910,5,1134,-19,264
1/2/2019,AS,105,ORD,LAX,1944,39,2206,12,262
1/2/2019,UA,2194,ORD,LAX,627,-3,920,16,293
1/2/2019,UA,2001,ORD,LAX,829,-1,1054,-10,265
1/2/2019,UA,1836,ORD,LAX,1415,13,1644,11,269
1/2/2019,UA,1186,ORD,LAX,2143,33,16,35,273
1/2/2019,UA,1110,ORD,LAX,1915,-1,2141,-19,266
1/2/2019,UA,659,ORD,LAX,2042,17,2309,13,267
1/2/2019,UA,592,ORD,LAX,1616,21,1829,10,253
1/2/2019,UA,566,ORD,LAX,1259,14,1511,-5,252
1/2/2019,UA,531,ORD,LAX,958,-3,1218,-17,260
1/2/2019,UA,411,ORD,LAX,1815,16,2019,-9,244
1/2/2019,UA,310,ORD,LAX,1136,1,1345,-23,249
1/2/2019,UA,204,ORD,LAX,753,0,1013,-19,260
1/3/2019,UA,2194,ORD,LAX,625,-5,824,-40,239
1/3/2019,UA,2001,ORD,LAX,823,-7,1102,-2,279
1/3/2019,UA,1836,ORD,LAX,1359,-3,1557,-36,238
1/3/2019,UA,1186,ORD,LAX,2113,3,2320,-21,247
1/3/2019,UA,1110,ORD,LAX,1939,23,2143,-17,244
1/3/2019,UA,659,ORD,LAX,2030,5,2241,-15,251
1/3/2019,UA,592,ORD,LAX,1555,0,1758,-21,243
1/3/2019,UA,566,ORD,LAX,1247,2,1451,-25,244
1/3/2019,UA,531,ORD,LAX,1136,95,1323,48,227
1/3/2019,UA,411,ORD,LAX,1758,-1,2004,-24,246
1/3/2019,UA,310,ORD,LAX,1132,-3,1327,-41,235
1/3/2019,UA,204,ORD,LAX,752,-1,1001,-31,249
1/3/2019,AA,2364,ORD,LAX,2255,380,52,342,237
1/3/2019,AA,2611,ORD,LAX,1339,8,1536,-31,237
1/3/2019,AA,2715,ORD,LAX,1843,18,2045,-25,242
1/3/2019,AA,2744,ORD,LAX,1207,12,1402,-27,235
1/3/2019,AA,1050,ORD,LAX,1014,-1,1220,-35,246
1/3/2019,AA,1163,ORD,LAX,933,28,1141,-12,248
1/3/2019,AS,105,ORD,LAX,1904,-1,2057,-57,233
1/3/2019,NK,731,ORD,LAX,1526,5,1723,-37,237
1/3/2019,NK,737,ORD,LAX,848,-12,1110,-30,262
1/3/2019,AA,245,ORD,LAX,2034,4,2241,-34,247
1/3/2019,AA,1375,ORD,LAX,1457,-3,1658,-37,241
1/3/2019,AA,1384,ORD,LAX,732,12,921,-49,229
1/4/2019,NK,731,ORD,LAX,1515,-6,1726,-34,251
1/4/2019,NK,737,ORD,LAX,856,-4,1119,-21,263
1/4/2019,AA,245,ORD,LAX,2132,62,2357,42,265
1/4/2019,AA,1375,ORD,LAX,1459,-1,1708,-27,249
1/4/2019,AA,1384,ORD,LAX,726,6,922,-48,236
1/4/2019,UA,2194,ORD,LAX,703,33,906,2,243
1/4/2019,UA,2001,ORD,LAX,829,-1,1035,-29,246
1/4/2019,UA,1836,ORD,LAX,1401,-1,1613,-20,252
1/4/2019,AA,2364,ORD,LAX,1633,-2,1849,-21,256
1/4/2019,AA,2611,ORD,LAX,1327,-4,1532,-35,245
1/4/2019,AA,2715,ORD,LAX,1825,0,2052,-18,267
1/4/2019,AA,2744,ORD,LAX,1149,-6,1346,-43,237
1/4/2019,AA,1050,ORD,LAX,1016,1,1228,-27,252
1/4/2019,AA,1163,ORD,LAX,858,-7,1114,-39,256
1/4/2019,AS,105,ORD,LAX,1903,-2,2149,-5,286
1/4/2019,UA,1186,ORD,LAX,2111,1,2341,0,270
1/4/2019,UA,1110,ORD,LAX,1914,-2,2146,-14,272
1/4/2019,UA,659,ORD,LAX,2020,-5,2243,-13,263
1/4/2019,UA,592,ORD,LAX,1550,-5,1808,-11,258
1/4/2019,UA,566,ORD,LAX,1243,-2,1447,-29,244
1/4/2019,UA,531,ORD,LAX,956,-5,1220,-15,264
1/4/2019,UA,411,ORD,LAX,1758,-1,2024,-4,266
1/4/2019,UA,310,ORD,LAX,1130,-5,1335,-33,245
1/4/2019,UA,204,ORD,LAX,749,-4,1002,-30,253
1/5/2019,AA,2364,ORD,LAX,1630,-5,1917,7,287
1/5/2019,AA,2611,ORD,LAX,1326,-5,1549,-18,263
1/5/2019,AA,2715,ORD,LAX,1855,30,2151,41,296
1/5/2019,AA,2744,ORD,LAX,1151,-4,1410,-19,259
1/5/2019,AA,1050,ORD,LAX,1013,-2,1307,12,294
1/5/2019,AA,1163,ORD,LAX,859,-6,1138,-15,279
1/5/2019,AS,105,ORD,LAX,1847,-18,2218,24,331
1/5/2019,NK,731,ORD,LAX,1518,-3,1828,28,310
1/5/2019,NK,737,ORD,LAX,858,-2,1131,-9,273
1/5/2019,AA,245,ORD,LAX,2030,0,2314,-1,284
1/5/2019,AA,1375,ORD,LAX,1457,-3,1825,50,328
1/5/2019,AA,1384,ORD,LAX,716,-4,1003,-7,287
1/5/2019,UA,2194,ORD,LAX,623,-7,856,-8,273
1/5/2019,UA,1836,ORD,LAX,1356,-6,1630,-3,274
1/5/2019,UA,1110,ORD,LAX,1935,19,2258,58,323
1/5/2019,UA,659,ORD,LAX,2019,-6,2316,20,297
1/5/2019,UA,592,ORD,LAX,1559,4,1842,23,283
1/5/2019,UA,566,ORD,LAX,1237,-8,1459,-17,262
1/5/2019,UA,531,ORD,LAX,1000,-1,1229,-6,269
1/5/2019,UA,411,ORD,LAX,1815,16,2056,28,281
1/5/2019,UA,310,ORD,LAX,1130,-5,1358,-10,268
1/5/2019,UA,204,ORD,LAX,749,-4,1025,-7,276
1/6/2019,NK,731,ORD,LAX,1522,1,1758,-2,276
1/6/2019,NK,737,ORD,LAX,858,-2,1136,-4,278
1/6/2019,AA,2516,ORD,LAX,701,1,1010,25,309
1/6/2019,AA,245,ORD,LAX,2027,-3,2303,-5,276
1/6/2019,AA,1375,ORD,LAX,1539,39,1810,40,271
1/6/2019,UA,2194,ORD,LAX,627,-3,859,-5,272
1/6/2019,UA,1836,ORD,LAX,1356,-6,1631,-2,275
1/6/2019,UA,1186,ORD,LAX,2108,-2,2342,1,274
1/6/2019,UA,1110,ORD,LAX,1909,-7,2214,14,305
1/6/2019,UA,659,ORD,LAX,2015,0,2305,19,290
1/6/2019,UA,592,ORD,LAX,,,,,
1/6/2019,UA,566,ORD,LAX,1242,-3,1511,-5,269
1/6/2019,UA,531,ORD,LAX,1000,-1,1231,-4,271
1/6/2019,UA,411,ORD,LAX,1756,-3,2029,1,273
1/6/2019,UA,310,ORD,LAX,1132,-3,1404,-4,272
1/6/2019,UA,204,ORD,LAX,751,-2,1024,-8,273
1/6/2019,AA,2364,ORD,LAX,1632,-3,1914,8,282
1/6/2019,AA,2611,ORD,LAX,1546,135,1820,138,274
1/6/2019,AA,2715,ORD,LAX,1842,12,2119,11,277
1/6/2019,AA,2744,ORD,LAX,1157,2,1435,10,278
1/6/2019,AA,1021,ORD,LAX,1009,-6,1249,-1,280
1/6/2019,AA,1163,ORD,LAX,902,-3,1144,-6,282
1/6/2019,AS,105,ORD,LAX,2056,111,2359,125,303
1/7/2019,AA,2364,ORD,LAX,1632,-3,1905,-1,273
1/7/2019,AA,2611,ORD,LAX,1449,78,1722,80,273
1/7/2019,AA,2715,ORD,LAX,1857,27,2205,57,308
1/7/2019,AA,2744,ORD,LAX,1213,18,1503,38,290
1/7/2019,AA,1021,ORD,LAX,1021,6,1327,37,306
1/7/2019,AA,1163,ORD,LAX,907,2,1205,15,298
1/7/2019,AA,1208,ORD,LAX,657,-3,944,-1,287
1/7/2019,AS,1241,ORD,LAX,2008,63,2233,43,265
1/7/2019,NK,731,ORD,LAX,1520,-1,1745,-15,265
1/7/2019,NK,737,ORD,LAX,940,-5,1222,-3,282
1/7/2019,AA,245,ORD,LAX,2027,-3,2345,37,318
1/7/2019,AA,1375,ORD,LAX,1501,1,1739,9,278
1/7/2019,UA,1836,ORD,LAX,1407,-5,1648,-1,281
1/7/2019,UA,1186,ORD,LAX,2058,-7,2325,-19,267
1/7/2019,UA,592,ORD,LAX,1533,-6,1758,-17,265
1/7/2019,UA,566,ORD,LAX,1530,144,1810,146,280
1/7/2019,UA,531,ORD,LAX,1035,5,1352,41,317
1/7/2019,UA,411,ORD,LAX,1757,-2,2034,-1,277
1/7/2019,UA,366,ORD,LAX,1931,-1,2217,7,286
1/7/2019,UA,310,ORD,LAX,1123,-7,1423,15,300
1/7/2019,UA,204,ORD,LAX,753,-2,1036,0,283
1/8/2019,NK,731,ORD,LAX,1521,0,1744,-16,263
1/8/2019,NK,737,ORD,LAX,940,-5,1204,-21,264
1/8/2019,AA,245,ORD,LAX,2038,8,2257,-11,259
1/8/2019,AA,1375,ORD,LAX,1504,4,1726,-4,262
1/8/2019,UA,1836,ORD,LAX,1407,-5,1634,-15,267
1/8/2019,UA,592,ORD,LAX,1537,-2,1808,-7,271
1/8/2019,UA,566,ORD,LAX,1243,-8,1516,-13,273
1/8/2019,UA,531,ORD,LAX,1025,-5,1305,-6,280
1/8/2019,UA,411,ORD,LAX,1753,-6,2029,-6,276
1/8/2019,UA,366,ORD,LAX,1930,-2,2159,-11,269
1/8/2019,UA,310,ORD,LAX,1139,9,1411,3,272
1/8/2019,UA,204,ORD,LAX,749,-6,1021,-15,272
1/8/2019,AA,2364,ORD,LAX,1629,-6,1904,-2,275
1/8/2019,AA,2611,ORD,LAX,1325,-6,1530,-32,245
1/8/2019,AA,2715,ORD,LAX,1836,6,2133,25,297
1/8/2019,AA,2744,ORD,LAX,1155,0,1421,-4,266
1/8/2019,AA,1021,ORD,LAX,1009,-6,1254,4,285
1/8/2019,AA,1163,ORD,LAX,901,-4,1138,-12,277
1/8/2019,AA,1208,ORD,LAX,657,-3,924,-21,267
1/8/2019,AS,1241,ORD,LAX,1918,13,2151,1,273
1/9/2019,AA,2364,ORD,LAX,1631,-4,1858,-8,267
1/9/2019,AA,2611,ORD,LAX,1326,-5,1557,-5,271
1/9/2019,AA,2715,ORD,LAX,1833,3,2143,35,310
1/9/2019,AA,2744,ORD,LAX,1152,-3,1409,-16,257
1/9/2019,AA,1021,ORD,LAX,1159,104,1422,92,263
1/9/2019,AA,1163,ORD,LAX,1053,108,1321,91,268
1/9/2019,AA,1208,ORD,LAX,656,-4,916,-29,260
1/9/2019,AS,1241,ORD,LAX,1902,-3,2202,12,300
1/9/2019,UA,1836,ORD,LAX,1411,-1,1642,-7,271
1/9/2019,UA,592,ORD,LAX,1537,-2,1809,-6,272
1/9/2019,UA,566,ORD,LAX,1252,1,1525,-4,273
1/9/2019,UA,531,ORD,LAX,1028,-2,1254,-17,266
1/9/2019,UA,411,ORD,LAX,1757,-2,2032,-3,275
1/9/2019,UA,366,ORD,LAX,1952,20,2215,5,263
1/9/2019,UA,310,ORD,LAX,1122,-8,1417,9,295
1/9/2019,UA,204,ORD,LAX,908,73,1134,58,266
1/9/2019,NK,731,ORD,LAX,1519,-2,1751,-9,272
1/9/2019,NK,737,ORD,LAX,947,2,1223,-2,276
1/9/2019,AA,245,ORD,LAX,2029,-1,2256,-12,267
1/9/2019,AA,1375,ORD,LAX,1500,0,1727,-3,267
1/10/2019,NK,731,ORD,LAX,1514,-4,1741,-19,267
1/10/2019,NK,737,ORD,LAX,938,-7,1212,-16,274
1/10/2019,AA,245,ORD,LAX,2025,-5,2248,-20,263
1/10/2019,AA,1375,ORD,LAX,1457,-3,1727,-3,270
1/10/2019,AA,2364,ORD,LAX,1635,0,1901,-5,266
1/10/2019,AA,2611,ORD,LAX,1336,5,1605,3,269
1/10/2019,AA,2715,ORD,LAX,1826,-4,2108,0,282
1/10/2019,AA,2744,ORD,LAX,1232,37,1455,30,263
1/10/2019,AA,1021,ORD,LAX,1115,60,1340,50,265
1/10/2019,AA,1163,ORD,LAX,951,46,1218,28,267
1/10/2019,AA,1208,ORD,LAX,654,-6,925,-20,271
1/10/2019,AS,1241,ORD,LAX,1852,-13,2147,-3,295
1/10/2019,UA,1836,ORD,LAX,1404,-8,1636,-13,272
1/10/2019,UA,1186,ORD,LAX,2125,20,2328,-16,243
1/10/2019,UA,592,ORD,LAX,1532,-7,1800,-15,268
1/10/2019,UA,566,ORD,LAX,1245,-6,1510,-19,265
1/10/2019,UA,531,ORD,LAX,1104,34,1309,-2,245
1/10/2019,UA,411,ORD,LAX,1759,0,2025,-10,266
